,speech_id,date,period,speaker,party,text,text_tokenised,agenda,speechnumber,chair,MEP,commission
102,eu9_22768,2022-12-14,9,Bernhard Zimniok,ID,"Dass auch NGOs in diesen Skandal involviert sind, zeigt, dass wir auch deren Finanzierung untersuchen müssen. Eine Auslandsfinanzierung, wie bei den Klimaterroristen von „Letzte Generation“, muss verboten werden. Wer die Einflussnahme von außen beenden will, muss alle Akteure unvoreingenommen untersuchen.","NGOs Skandal involviert , zeigt , Finanzierung untersuchen . Auslandsfinanzierung , Klimaterroristen „ Letzte Generation “ , verboten . Einflussnahme außen beenden , Akteure unvoreingenommen untersuchen .",13. Defending democracy from foreign interference (debate),40,False,True,False
103,eu9_23597,2022-12-12,9,Gunnar Beck,ID,"Immerhin, die Richter monierten, fast 300 Milliarden Euro seien von der Kommission zweckentfremdet und nicht für den Post-Covid-Wiederaufbau, sondern die Finanzierung der unsinnigen Klimarettung missbraucht worden.","Immerhin , Richter monierten , fast 300   Milliarden Euro Kommission zweckentfremdet Post-Covid-Wiederaufbau , Finanzierung unsinnigen Klimarettung missbraucht .",18. One-minute speeches on matters of political importance,17,False,True,False
104,eu9_23994,2022-11-23,9,Sylvia Limmer,ID,"Ihr Möchtegern-Biodiversitätsschutz ist nicht nur verlogen, sondern findet in einem kollektiven Anfall von Klima-Schizophrenie schlicht nicht statt.","Möchtegern-Biodiversitätsschutz verlogen , findet kollektiven Anfall Klima-Schizophrenie schlicht .",10. A post-2020 Global biodiversity framework and the UN Convention on Biological Diversity COP15 (debate),13,False,True,False
105,eu9_24365,2022-11-22,9,Gunnar Beck,ID,"Sehr geehrte Herren Kommissare! Die Eurozone hat mit Großbritannien die höchste Inflationsrate und die schlechtesten Wachstumsdaten und -prognosen der entwickelten Welt. Schuld daran, so die Kommission und die EZB, sei nicht die EU-Wirtschafts- und -Geldpolitik, sondern unglückliche Umstände: Covid, der Ukraine-Krieg, das Klima etc. etc.","geehrte Herren Kommissare ! Eurozone Großbritannien höchste Inflationsrate schlechtesten Wachstumsdaten -prognosen entwickelten Welt . Schuld , Kommission EZB , EU-Wirtschafts- -Geldpolitik , unglückliche Umstände : Covid , Ukraine-Krieg , Klima etc. etc.",14. Question Time (Commission) - Future legislative reform of the Economic Governance Framework in times of social and economic crisis,22,False,True,False
106,eu9_24966,2022-11-09,9,Sylvia Limmer,ID,"Es ist also die eigene irre grüne Ideologie plus Sanktionspolitik plus Energieverknappung und Verteuerung, die zur Energiekrise geführt hat – und genau das Gegenteil bewirkt, nämlich mehr CO2­Emissionen. Nicht weil wir jetzt eine Renaissance der Kohle in der EU erleben.","irre grüne Ideologie plus Sanktionspolitik plus Energieverknappung Verteuerung , Energiekrise geführt   – genau Gegenteil bewirkt , nämlich CO2­Emissionen . Renaissance Kohle EU erleben .",11. Conclusions of the European Council meeting of 20-21 October 2022 (debate),39,False,True,False
107,eu9_24966,2022-11-09,9,Sylvia Limmer,ID,"Auch China verfeuert mehr Kohle als der Rest der Welt, auch um uns mit Batterien und Rohstoffen für angeblich emissionsfreie E-Autos zu beliefern. Nicht grüne Flatterenergie, sondern Kernenergie ist die Energie zukünftiger Industrienationen.","China verfeuert Kohle Rest Welt , Batterien Rohstoffen angeblich emissionsfreie E-Autos beliefern . grüne Flatterenergie , Kernenergie Energie zukünftiger Industrienationen .",11. Conclusions of the European Council meeting of 20-21 October 2022 (debate),39,False,True,False
108,eu9_24966,2022-11-09,9,Sylvia Limmer,ID,"Und darüber, dass man in der EU russisches LNG zehnfach teurer und mit zehnfach mehr CO2­Emissionen als Pipelinegas über den Umweg China einkauft, schweigt man sich auch lieber aus.",", EU russisches LNG zehnfach teurer zehnfach CO2­Emissionen Pipelinegas Umweg China einkauft , schweigt .",11. Conclusions of the European Council meeting of 20-21 October 2022 (debate),39,False,True,False
109,eu9_25018,2022-11-09,9,Gunnar Beck,ID,"Herr Präsident! Seit Angela Merkel verfolgt Deutschland eine fürwahr phantastische Energiepolitik: weg von heimischer Kohle und Kernenergie, hin zu Solar- und Windenergie. Die Folge: Abhängigkeit von russischem Erdgas.","! Angela Merkel verfolgt Deutschland fürwahr phantastische Energiepolitik : weg heimischer Kohle Kernenergie , Solar- Windenergie . Folge : Abhängigkeit russischem Erdgas .",14. REPowerEU chapters in recovery and resilience plans (debate),14,False,True,False
110,eu9_25018,2022-11-09,9,Gunnar Beck,ID,"Das heißt: Statt von Russland werden wir dann von den Launen von Helios und Aiolos abhängig, von Sonnen- und Windgott. Damit retten Sie nicht das Klima, sondern schaffen nur mehr Abhängigkeit von der Natur, zivilisatorische Rückentwicklung und Massenarmut hier in Europa.",": Russland Launen Helios Aiolos abhängig , Sonnen- Windgott . retten Klima , schaffen Abhängigkeit Natur , zivilisatorische Rückentwicklung Massenarmut Europa .",14. REPowerEU chapters in recovery and resilience plans (debate),14,False,True,False
111,eu9_25200,2022-10-20,9,Christine Anderson,ID,"Und diese gemeinsame Identität – liebes ukrainisches Volk, hört genau zu! – ist doch in allererster Linie der Klimawahn, LGBTQI – ich kann es noch nicht mal richtig aussprechen –, Vielfalt, Toleranz und Akzeptanz – wobei sich die Toleranz und Akzeptanz aber nicht etwa auf eure, auf die ukrainischen Werte, bezieht, sondern auf die aller anderen in","gemeinsame Identität   – liebes ukrainisches Volk , hört genau !   – allererster Linie Klimawahn , LGBTQI   – mal aussprechen   – , Vielfalt , Toleranz Akzeptanz – wobei Toleranz Akzeptanz eure , ukrainischen Werte , bezieht ,",3. Cultural solidarity with Ukraine and a joint emergency response mechanism for cultural recovery in Europe (debate),8,False,True,False
112,eu9_25736,2022-10-18,9,Gunnar Beck,ID,"Herr Präsident! Die Ölpreise haben sich seit Anfang 2021 verdoppelt, die Kohlepreise haben sich verdreifacht und die Gaspreise mehr als verfünffacht. Laut dem Internationalen Währungsfonds werden die Preise bis mindestens 2026 weiter stark steigen.","! Ölpreise Anfang 2021 verdoppelt , Kohlepreise verdreifacht Gaspreise verfünffacht . Laut Internationalen Währungsfonds Preise mindestens 2026 stark steigen .",2. Keep the bills down: social and economic consequences of the war in Ukraine and the introduction of a windfall tax (debate),41,False,True,False
113,eu9_25736,2022-10-18,9,Gunnar Beck,ID,Ein Hauptgrund: die Verdoppelung des Preises für CO2-Zertifikate und ganz allgemein die EU-Klimarettungspolitik. Es profitieren von den Preissteigerungen die Energieunternehmen und die EU selbst. Firmenübergewinne wollen Sie nun teilweise abschöpfen – so weit richtig. Doch wem zum Nutzen?,Hauptgrund : Verdoppelung Preises CO2-Zertifikate allgemein EU-Klimarettungspolitik . profitieren Preissteigerungen Energieunternehmen EU . Firmenübergewinne teilweise abschöpfen   – . Nutzen ?,2. Keep the bills down: social and economic consequences of the war in Ukraine and the introduction of a windfall tax (debate),41,False,True,False
114,eu9_25736,2022-10-18,9,Gunnar Beck,ID,"Nicht den Verbrauchern, sondern der EU selbst für noch ehrgeizigere Klimaziele. Nur der EU-Anteil an den weltweiten CO2-Emissionen liegt bei rund 8 %. Keine andere Weltregion, nicht einmal die USA, teilen Ihre Klimaziele. Unser Einfluss auf das Weltklima ist gleich null. Wissen Sie was?","Verbrauchern , EU ehrgeizigere Klimaziele . EU-Anteil weltweiten CO2-Emissionen liegt 8   % . Weltregion , USA , teilen Klimaziele . Einfluss Weltklima null . Wissen ?",2. Keep the bills down: social and economic consequences of the war in Ukraine and the introduction of a windfall tax (debate),41,False,True,False
115,eu9_25850,2022-10-18,9,Joachim Kuhs,ID,"Wenn man nicht zufällig in einer EU-Behörde arbeitet, dann bleiben die Gehälter vorerst gleich. Wie also hilft die EU unseren verzweifelten Bürgern? Beendet sie die Energiekrise? Beendet sie den Krieg? Stoppt sie den Klimawandel-Wahnsinn? Nein, leider nicht.","zufällig EU-Behörde arbeitet , bleiben Gehälter vorerst . hilft EU unseren verzweifelten Bürgern ? Beendet Energiekrise ? Beendet Krieg ? Stoppt Klimawandel-Wahnsinn ? , .",7. General budget of the European Union for the financial year 2023 - all sections (debate),18,False,True,False
116,eu9_25850,2022-10-18,9,Joachim Kuhs,ID,"Nur für die Statistik: Das Wort Gender wird 98 Mal genannt, die Ukraine 92 Mal, das Klima 74 Mal. Das Wort Familie, das Rückgrat der Union, kommt kein einziges Mal vor. Um die Sache noch schlimmer zu machen, fördert der Entwurf Militarismus und Russophobie.","Statistik : Wort Gender 98   Mal genannt , Ukraine 92   Mal , Klima 74   Mal . Wort Familie , Rückgrat Union , einziges Mal . Sache schlimmer , fördert Entwurf Militarismus Russophobie .",7. General budget of the European Union for the financial year 2023 - all sections (debate),18,False,True,False
117,eu9_26054,2022-10-18,9,Sylvia Limmer,ID,"Auf die selbst ausgerufene Klimakrise – Begriff Nummer eins – wird per politischen Beschlüssen mit einem Ausstieg aus einem funktionierenden, günstigen Energiesystem reagiert, ohne sich um eine vernünftige Folgenabschätzung für die europäische Wirtschaft zu kümmern.","ausgerufene Klimakrise – Begriff Nummer eins – per politischen Beschlüssen Ausstieg funktionierenden , günstigen Energiesystem reagiert , vernünftige Folgenabschätzung europäische Wirtschaft kümmern .","15. UN Climate Change Conference 2022 in Sharm-el-Sheikh, Egypt (COP27) (debate)",24,False,True,False
118,eu9_26054,2022-10-18,9,Sylvia Limmer,ID,"Umweltschutz, der für den Erhalt unserer Welt – unseres Planeten, für den Sie doch alle so vehement eintreten – und für nachfolgende Generationen essenziell ist, hat nichts zu tun mit Klimaschutz – Begriff Nummer drei.","Umweltschutz , Erhalt Welt   – unseres Planeten , vehement eintreten   – nachfolgende Generationen essenziell , Klimaschutz – Begriff Nummer .","15. UN Climate Change Conference 2022 in Sharm-el-Sheikh, Egypt (COP27) (debate)",24,False,True,False
119,eu9_26054,2022-10-18,9,Sylvia Limmer,ID,"Die aus der Energiekrise resultierende Energieknappheit, die gigantischen Kosten für den Um- und für den Aufbau eines nicht grundlastfähigen Energiesystems und eine aus dem Ruder laufende CO2-Bepreisung sind es, die zu Energiearmut führen – Begriff Nummer fünf.","Energiekrise resultierende Energieknappheit , gigantischen Kosten Um- Aufbau grundlastfähigen Energiesystems Ruder laufende CO2-Bepreisung , Energiearmut führen – Begriff Nummer .","15. UN Climate Change Conference 2022 in Sharm-el-Sheikh, Egypt (COP27) (debate)",24,False,True,False
120,eu9_26054,2022-10-18,9,Sylvia Limmer,ID,"Green Deal, Klimagesetz, Fit-für-55-Paket, Lastenfahrrad, grüner Wasserstoff sind alle Ausdruck einer völlig irren grünen Wohlstandsvernichtung.","Green Deal , Klimagesetz , Fit-für-55-Paket , Lastenfahrrad , grüner Wasserstoff Ausdruck völlig irren grünen Wohlstandsvernichtung .","15. UN Climate Change Conference 2022 in Sharm-el-Sheikh, Egypt (COP27) (debate)",24,False,True,False
121,eu9_26054,2022-10-18,9,Sylvia Limmer,ID,"Nicht die Klimakrise richtet Chaos in der Welt an, Frau Johansson in Vertretung von Herrn Timmermans, sondern Klimademagogen, die mit schrillen Untergangsszenarien durch die Welt jetten und Politik gegen die eigenen Bürger betreiben. Und das ist menschengemacht.","Klimakrise richtet Chaos Welt , Johansson Vertretung Herrn Timmermans , Klimademagogen , schrillen Untergangsszenarien Welt jetten Politik Bürger betreiben . menschengemacht .","15. UN Climate Change Conference 2022 in Sharm-el-Sheikh, Egypt (COP27) (debate)",24,False,True,False
122,eu9_26221,2022-10-17,9,Guido Reil,ID,"Und es hilft den Ukrainern nichts, wenn die Menschen in Europa arm sind. Es schadet den Russen nichts – sie verdienen sich nämlich gerade dumm und dämlich. Wer die Armut bekämpfen will, der muss an die Wurzeln gehen. Und die Wurzeln sind die Nullzinspolitik der EZB, die ungebremste Masseneinwanderung und der Green Deal – die Klima-Gesetzgebung.","hilft Ukrainern , Menschen Europa arm . schadet Russen – verdienen nämlich dumm dämlich . Armut bekämpfen , Wurzeln . Wurzeln Nullzinspolitik EZB , ungebremste Masseneinwanderung Green Deal   – Klima-Gesetzgebung .",11. International Day for the Eradication of Poverty (debate),18,False,True,False
123,eu9_26329,2022-10-17,9,Sylvia Limmer,ID,"Herr Präsident, verehrte Kollegen! Im Zuge von Green Deal, Klimagesetz und Fit-für-55-Paket möchte Brüssel nun also auch darüber bestimmen, welche Kraftstoffe für den freien Personenverkehr in Zukunft erlaubt sein sollen.",", verehrte ! Zuge Green Deal , Klimagesetz Fit-für-55-Paket Brüssel bestimmen , Kraftstoffe freien Personenverkehr Zukunft erlaubt .",14. Sustainable maritime fuels (FuelEU Maritime Initiative) - Deployment of alternative fuels infrastructure (debate),29,False,True,False
124,eu9_26329,2022-10-17,9,Sylvia Limmer,ID,"Das jüngste ökosozialistische Klima-Ei, das kurz vor dem finalen Legen in Brüssel steht, ist das EU—weite Verbot von Verbrennungsmotoren. Ende Oktober soll es eingetütet werden. Und weil es nach wie vor an einer geeigneten Infrastruktur fehlt, schiebt man nun eine Verordnung hinterher, die das regeln soll.","jüngste ökosozialistische Klima-Ei , finalen Legen Brüssel steht , EU—weite Verbot Verbrennungsmotoren . Oktober eingetütet . geeigneten Infrastruktur fehlt , schiebt Verordnung hinterher , regeln .",14. Sustainable maritime fuels (FuelEU Maritime Initiative) - Deployment of alternative fuels infrastructure (debate),29,False,True,False
125,eu9_26647,2022-10-05,9,Nicolaus Fest,ID,"Und wer den extrem prorussischen antiukrainischen Artikel gelesen hat, den Greenpeace kürzlich nach scharfen Protesten löschen musste, kann tatsächlich auf den Gedanken kommen, dass auch Greenpeace zu den Helfershelfern Putins gehört. Vielleicht werden auch Fridays for Future und Greta Thunberg von Putin finanziert.","extrem prorussischen antiukrainischen Artikel gelesen , Greenpeace kürzlich scharfen Protesten löschen , tatsächlich Gedanken , Greenpeace Helfershelfern Putins gehört . Fridays for Future Greta Thunberg Putin finanziert .",6. Countering the anti-European and anti-Ukrainian propaganda of Putin’s European cronies (topical debate),24,False,True,False
126,eu9_27463,2022-10-03,9,Joachim Kuhs,ID,"Wir leben wahrlich in turbulenten Zeiten, und es besteht die Gefahr, dass wir vor lauter Angst vor einem Weltkrieg oder vor einer neuen Pandemie oder vor den Ideologen und Priestern der neuen Klimareligion wirklich wichtige Probleme, insbesondere das Schicksal der Menschen, aus den Augen verlieren, die wegen ihres Glaubens verfolgt werden.","leben wahrlich turbulenten Zeiten , besteht Gefahr , lauter Angst Weltkrieg Pandemie Ideologen Priestern Klimareligion wichtige Probleme , insbesondere Schicksal Menschen , Augen verlieren , Glaubens verfolgt .",13. The EU's actions in the field of freedom of religion or belief worldwide (debate),10,False,True,False
127,eu9_27674,2022-09-14,9,Gunnar Beck,ID,"Unsere Stagflation ist also nicht Folge von COVID oder Ukrainekrieg, sondern hausgemacht durch undurchdachte Sanktionen und einen Green Deal, der Energie unbezahlbar macht und null Einfluss auf das Weltklima hat. Jetzt soll der EU-Migrationspakt noch dutzende Millionen Migranten zu uns holen.","Stagflation Folge COVID Ukrainekrieg , hausgemacht undurchdachte Sanktionen Green Deal , Energie unbezahlbar null Einfluss Weltklima . EU-Migrationspakt dutzende Millionen Migranten holen .",2. State of the Union (debate),25,False,True,False
128,eu9_27897,2022-09-14,9,Gunnar Beck,ID,"Bulgarien mag korrupt sein, aber seine neue Regierung ist strikt auf EU-Kurs und fügt sich der irrsinnigen Klima- und Pro-Migrationsagenda, im Gegensatz zu Ungarn und Polen, die die Interessen der eigenen Bevölkerung vertreten und lieber die Wirtschaft schützen, als wie Sisyphos Klimagipfel zu erklimmen.","Bulgarien korrupt , Regierung strikt EU-Kurs fügt irrsinnigen Klima- Pro-Migrationsagenda , Gegensatz Ungarn Polen , Interessen Bevölkerung vertreten Wirtschaft schützen , Sisyphos Klimagipfel erklimmen .",14. Illegal detention of the opposition leader in Bulgaria (topical debate),8,False,True,False
129,eu9_28174,2022-09-13,9,Markus Buchheit,ID,"Wir haben Abschlagszahlungen mittlerweile, die 200 bis 600 % höher sind als im letzten Jahr im Energiebereich. Das Problem der Teuerung, das war gerade hervorgebracht durch die fehlgeleitete Energiewende, das war gerade hervorgebracht durch zu viel grüne Energie, die eben unsere Netze belastet, die eben Flatterstrom bedeutet im Endeffekt.","Abschlagszahlungen mittlerweile , 200 600   % höher letzten Energiebereich . Problem Teuerung , hervorgebracht fehlgeleitete Energiewende , hervorgebracht grüne Energie , Netze belastet , Flatterstrom bedeutet Endeffekt .",10. Renewable Energy Directive (debate),18,False,True,False
130,eu9_28287,2022-09-13,9,Guido Reil,ID,"Wer gleichzeitig aus der Kohle und aus der Atomenergie aussteigt und als einzige grundlastfähige Energie auf russisches billiges Gas setzt, der sollte besser keine Sanktionen gegen Russland verhängen. Sanktionen, die der Ukraine nicht helfen. Sanktionen, die Russland massiv nutzen – das verdient sich gerade dumm und dämlich.","gleichzeitig Kohle Atomenergie aussteigt einzige grundlastfähige Energie russisches billiges Gas setzt , Sanktionen Russland verhängen . Sanktionen , Ukraine helfen . Sanktionen , Russland massiv nutzen – verdient dumm dämlich .",15. EU response to the increase in energy prices in Europe (debate),24,False,True,False
131,eu9_28287,2022-09-13,9,Guido Reil,ID,"Und Sanktionen, die unser Land, Deutschland, kaputtmachen. Was wir brauchen, ist eine Renaissance der Kohle, eine Renaissance der Atomkraft. Und wir brauchen den Ausstieg aus dem Grünen Deal für sichere Energie und für sozialen Frieden und für Wohlstand für uns alle.","Sanktionen , Land , Deutschland , kaputtmachen . brauchen , Renaissance Kohle , Renaissance Atomkraft . brauchen Ausstieg Grünen Deal sichere Energie sozialen Frieden Wohlstand .",15. EU response to the increase in energy prices in Europe (debate),24,False,True,False
132,eu9_28764,2022-07-07,9,Joachim Kuhs,ID,"Belassen wir es doch einfach beim Status quo. Wenn die Menschen wegen der Regeln nicht mehr gerne Rad fahren, dann bewirken Sie mit ihrer Regulierung genau das Gegenteil. Dann wird übrigens kein Gramm CO2 eingespart.","Belassen einfach Status quo . Menschen Regeln gerne Rad fahren , bewirken Regulierung genau Gegenteil . Gramm CO2 eingespart .",12. Developing an EU Cycling Strategy (debate),9,False,True,False
133,eu9_29291,2022-07-05,9,Guido Reil,ID,"Herr Präsident, liebe Kolleginnen und Kollegen! Die Kommission möchte die Sozialwirtschaft stärken. Das ist grundsätzlich richtig. Aber geht es darum, die Sozialwirtschaft sozialer zu machen, menschlicher zu machen, zum Beispiel die Arbeitsbedingungen der Pflegekräfte zu verbessern? Nein. Die Kommission möchte die Pflege klimaneutral gestalten.",", liebe Kolleginnen ! Kommission Sozialwirtschaft stärken . grundsätzlich . , Sozialwirtschaft sozialer , menschlicher , Arbeitsbedingungen Pflegekräfte verbessern ? . Kommission Pflege klimaneutral gestalten .",9. EU action plan for the social economy (debate),13,False,True,False
134,eu9_29445,2022-07-05,9,Gunnar Beck,ID,"Der EU Green Deal und das Programm Fit for 55 sehen vor, dass die EU bis 2050 klimaneutral werden muss. Das wird natürlich seine Folgen für Investitionen haben. Europäische Finanzinstitute und Unternehmen werden massiv in nachhaltige Technologien investieren müssen. Aber wer entscheidet, was nachhaltig ist und was nicht?","EU Green Deal Programm Fit for 55 sehen , EU 2050 klimaneutral . Folgen Investitionen . Europäische Finanzinstitute Unternehmen massiv nachhaltige Technologien investieren . entscheidet , nachhaltig ?",14. Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act (debate),86,False,True,False
135,eu9_29445,2022-07-05,9,Gunnar Beck,ID,"Hier kommt die EU-Taxonomie ins Spiel: Sie klassifiziert alle möglichen Wirtschaftstätigkeiten in der EU nach ihrer ökologischen Nachhaltigkeit. Die Kommission schlug vor, Gas und Kernenergie als Übergangsenergiequellen zur Erreichung der CO2-Neutralität in die Taxonomie aufzunehmen.","EU-Taxonomie Spiel : klassifiziert möglichen Wirtschaftstätigkeiten EU ökologischen Nachhaltigkeit . Kommission schlug , Gas Kernenergie Übergangsenergiequellen Erreichung CO2-Neutralität Taxonomie aufzunehmen .",14. Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act (debate),86,False,True,False
136,eu9_30317,2022-06-09,9,Joachim Kuhs,ID,"Und so geht es weiter: Mit den Totschlagbegriffen Klima oder Biodiversität sollen noch mehr Waldflächen unter Schutz gestellt werden und so der seit Generationen erfolgreichen nachhaltigen Bewirtschaftung entzogen werden. Der Holzeinschlag müsse reduziert werden, wird gesagt, um Klimaschutzziele und den Green Deal zu erfüllen.",": Totschlagbegriffen Klima Biodiversität Waldflächen Schutz gestellt Generationen erfolgreichen nachhaltigen Bewirtschaftung entzogen . Holzeinschlag müsse reduziert , , Klimaschutzziele Green Deal erfüllen .",9. Illegal logging in the EU (debate),6,False,True,False
137,eu9_30765,2022-06-07,9,Sylvia Limmer,ID,"Man will ihn bei Konsum- und Mobilitätsmustern [sic] umerziehen, mit Verboten und massiver CO2-Bepreisung, die – welch Wunder – als Folge schon jetzt zu explodierenden Preisen geführt hat.","Konsum- Mobilitätsmustern [ sic ] umerziehen , Verboten massiver CO2-Bepreisung ,   – welch Wunder – Folge explodierenden Preisen geführt .",2. Revision of the EU Emissions Trading System - Social Climate Fund - Carbon border adjustment mechanism - Revision of the EU Emissions Trading System for aviation - Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA) (joint debate – Fit for 55 (part 1)),52,False,True,False
138,eu9_30765,2022-06-07,9,Sylvia Limmer,ID,"Der Gipfel der Idiotie und Ideologie ist erreicht, wenn man dem besteuerten Bürger gnädig einen winzigen Teil der abgepressten CO2‑Zwangserziehungsabgabe in Form eines Klima-Sozialfonds – politisches Wohlverhalten vorausgesetzt – überlässt, um dessen herbeigeführte Energiearmut zu lindern.","Gipfel Idiotie Ideologie erreicht , besteuerten Bürger gnädig winzigen abgepressten CO2‑Zwangserziehungsabgabe Form Klima-Sozialfonds   – politisches Wohlverhalten vorausgesetzt – überlässt , herbeigeführte Energiearmut lindern .",2. Revision of the EU Emissions Trading System - Social Climate Fund - Carbon border adjustment mechanism - Revision of the EU Emissions Trading System for aviation - Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA) (joint debate – Fit for 55 (part 1)),52,False,True,False
139,eu9_30804,2022-06-07,9,Guido Reil,ID,"Frau Präsidentin, liebe Kolleginnen und Kollegen! Wir reden heute über den Europäischen Klima-Sozialfonds. Das heißt, wir reden über die Folgen des Green Deal für die Menschen.",", liebe Kolleginnen ! reden Europäischen Klima-Sozialfonds . , reden Folgen Green Deal Menschen .",2. Revision of the EU Emissions Trading System - Social Climate Fund - Carbon border adjustment mechanism - Revision of the EU Emissions Trading System for aviation - Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA) (joint debate – Fit for 55 (part 1)),91,False,True,False
140,eu9_30804,2022-06-07,9,Guido Reil,ID,"Angesichts der Krise wissen wir doch: Wir brauchen eine sichere und bezahlbare Energie, und die kommt aus Kohle und der Atomkraft. Wir brauchen eine Renaissance von Kohle und Atomkraft, und der Green Deal gehört auf den Müll.","Angesichts Krise wissen : brauchen sichere bezahlbare Energie , Kohle Atomkraft . brauchen Renaissance Kohle Atomkraft , Green Deal gehört Müll .",2. Revision of the EU Emissions Trading System - Social Climate Fund - Carbon border adjustment mechanism - Revision of the EU Emissions Trading System for aviation - Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA) (joint debate – Fit for 55 (part 1)),91,False,True,False
141,eu9_30916,2022-06-07,9,Sylvia Limmer,ID,"Man ignoriert nicht nur die Emissionen bei der Betankung, sondern auch den ganz erheblichen CO2‑Rucksack aller Traktionsbatterien, der anfällt bei der Produktion oder dem energieintensiven Recycling. Und woher soll er kommen, der Strom?","ignoriert Emissionen Betankung , erheblichen CO2‑Rucksack Traktionsbatterien , anfällt Produktion energieintensiven Recycling . woher , Strom ?","7. Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation) - Land use, land use change and forestry (LULUCF) - CO2 emission standards for cars and vans (joint debate – Fit for 55 (part 2))",60,False,True,False
142,eu9_30916,2022-06-07,9,Sylvia Limmer,ID,"Man ignoriert die fehlende Ladeinfrastruktur, man ignoriert Warnungen aus Wirtschaft, Industrie, Technik und Lehre und beharrt stattdessen in einer einseitig politischen Festlegung auf Elektromobilität, die die CO2-Emissionen in naher Zukunft nicht reduzieren wird, weil dahinter längst der Gedanke der Abschaffung der individuellen Mobilität als","ignoriert fehlende Ladeinfrastruktur , ignoriert Warnungen Wirtschaft , Industrie , Technik Lehre beharrt stattdessen einseitig politischen Festlegung Elektromobilität , CO2-Emissionen naher Zukunft reduzieren , längst Gedanke Abschaffung individuellen Mobilität","7. Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation) - Land use, land use change and forestry (LULUCF) - CO2 emission standards for cars and vans (joint debate – Fit for 55 (part 2))",60,False,True,False
143,eu9_30940,2022-06-07,9,Gunnar Beck,ID,"Das EU-Parlament fordert die Kommission und die Mitgliedstaaten auf, ihre Anstrengungen zur Erreichung der Klimaneutralität bis 2050 zu intensivieren. Fakt ist, dass seit dem Jahr 2010 die CO2-Emissionen in der EU um 14 % gesunken sind, während die globalen Emissionen um 11 % zugenommen haben.","EU-Parlament fordert Kommission Mitgliedstaaten , Anstrengungen Erreichung Klimaneutralität 2050 intensivieren . Fakt , 2010 CO2-Emissionen EU 14   % gesunken , globalen Emissionen 11   % zugenommen .","7. Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation) - Land use, land use change and forestry (LULUCF) - CO2 emission standards for cars and vans (joint debate – Fit for 55 (part 2))",84,False,True,False
144,eu9_30940,2022-06-07,9,Gunnar Beck,ID,"Im Jahr 2010 lag der Anteil der EU an den weltweiten Treibhausgasemissionen bei über 10 %, heute liegt er bei 8,6 %. Zeitgleich sind aber zwischen 2010 und 2019 die chinesischen CO2-Emissionen um 21 % gestiegen.","2010 lag Anteil EU weltweiten Treibhausgasemissionen 10   % , liegt 8,6   % . Zeitgleich 2010 2019 chinesischen CO2-Emissionen 21   % gestiegen .","7. Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation) - Land use, land use change and forestry (LULUCF) - CO2 emission standards for cars and vans (joint debate – Fit for 55 (part 2))",84,False,True,False
145,eu9_30940,2022-06-07,9,Gunnar Beck,ID,"Chinas Anteil an den weltweiten CO2-Emissionen ist also von 27,5 % auf 30 % gestiegen und wird voraussichtlich im nächsten Jahrzehnt noch weiter steigen. Auch die Emissionen in anderen sogenannten Entwicklungsländern nehmen stetig zu.","Chinas Anteil weltweiten CO2-Emissionen 27,5   % 30   % gestiegen voraussichtlich nächsten Jahrzehnt steigen . Emissionen sogenannten Entwicklungsländern nehmen stetig .","7. Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation) - Land use, land use change and forestry (LULUCF) - CO2 emission standards for cars and vans (joint debate – Fit for 55 (part 2))",84,False,True,False
146,eu9_30940,2022-06-07,9,Gunnar Beck,ID,"Schlussfolgerung: Selbst wenn eine sich de-entwickelnde EU die Klimaneutralität bis 2050 erreicht, so werden sich die weltweiten CO2-Emissionen bis dahin trotzdem verdoppelt haben.","Schlussfolgerung : de-entwickelnde EU Klimaneutralität 2050 erreicht , weltweiten CO2-Emissionen verdoppelt .","7. Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation) - Land use, land use change and forestry (LULUCF) - CO2 emission standards for cars and vans (joint debate – Fit for 55 (part 2))",84,False,True,False
